Ticker,Nombre,Índice,Precio,Market Cap (B),PER (Trailing),PER (Forward),PEG,EV/EBITDA,EV/Sales,P/S,P/B,P/FCF,Crec. Ventas YoY (%),Crec. EPS YoY (%),ROIC Aprox. (%),ROE (%),ROA (%),Margen Bruto (%),Margen Operativo (%),Margen Neto (%),Debt/Equity,Current Ratio,Payout Ratio (%)
AAPL,Apple Inc.,Dow Jones Composite,309.35,4514.709504,35.72171,32.43169,2.55,27.01,9.718,9.671138,42.03125,41.91079560106689,16.400000000000002,28.7,93.00566797585624,148.75101,27.082002,48.653,32.623002,27.618998,0.78445,1.003,12.04
AMGN,Amgen Inc.,Dow Jones Composite,439.33,237.515849728,26.95276,18.007105,2.32,16.263,7.372,6.23483,20.320536,27.47237525839474,9.5,64.9,19.45002808601393,91.473,8.667,71.891,35.548002000000004,22.951000999999998,4.90281,1.371,60.870000000000005
AMZN,"Amazon.com, Inc.",Dow Jones Composite,258.63,2789.6643584,20.924759,24.890984,1.42,17.277,3.762,3.5964112,5.055712,866.5908796125428,19.6,242.3,12.328121709919593,30.558002000000002,6.589,50.77,13.689000000000002,17.44,0.45616999999999996,1.033,0.0
AXP,American Express Company,Dow Jones Composite,336.0,226.904096768,20.083683,16.70504,1.58,,3.388,3.1997533,6.616127,,12.8,11.0,23.897084432606654,34.377,3.7920002,62.33800000000001,20.32,16.141,1.7238,1.553,21.48
BA,Boeing Company (The),Dow Jones Composite,214.2,169.173549056,77.608696,51.97969,89.29,-68.409,2.111,1.8011305,27.760496,30.073291483500455,8.0,,0.008447538244452588,173.537,-1.984,4.71,0.0040000003,2.5910001,7.90875,1.138,0.0
CAT,"Caterpillar, Inc.",Dow Jones Composite,827.9,380.564832256,35.08051,25.646523,1.79,25.83,5.617,5.0925994,19.621738,75.37429928301746,24.0,68.2,22.349514707812816,56.972003,9.0299994,29.713,22.183001,14.511,2.32783,1.368,26.009999999999998
CRM,"Salesforce, Inc.",Dow Jones Composite,209.17,171.310235648,23.79636,13.479003,0.86,15.667,4.717,,5.0039473,10.349195693248868,13.3,52.2,11.357140474262833,16.908,5.702999999999999,77.643996,21.8,18.733,1.24282,0.786,19.559999
CSCO,"Cisco Systems, Inc.",Dow Jones Composite,111.04,437.656911872,32.85207,20.017342,1.02,24.273,7.14,6.9112816,8.719962,37.8334121604426,17.599999999999998,52.0,21.719082051311013,27.319,7.981000000000001,64.564,27.700999999999997,20.951,0.58731,0.931,49.85
CVX,Chevron Corporation,Dow Jones Composite,205.27,402.658328576,19.7946,15.547119,0.79,8.623,2.086,1.9230616,2.1205578,18.357724365196102,53.5,321.9,16.558889887440856,12.231,5.861000000000001,44.267,21.866,9.834,0.18959,1.252,67.17999999999999
DIS,Walt Disney Company (The),Dow Jones Composite,107.78,186.102300672,22.131416,14.485079,2.65,11.151,2.365,1.8824643,1.6946007,38.28969969198097,6.800000000000001,-48.3,10.004276192839813,8.01,4.8070002,37.595,19.301,8.6990006,0.39404000000000006,0.709,30.930000000000003
GS,"Goldman Sachs Group, Inc. (The)",Dow Jones Composite,1039.28,302.608613376,15.479298,14.038171,1.45,,1.026,4.4784465,2.8705506,,42.5,92.30000000000001,,16.902,1.0720001,82.075995,42.176998,31.039,7.25381,1.563,26.25
HD,"Home Depot, Inc. (The)",Dow Jones Composite,335.61,334.642315264,23.420097,20.921282,1.94,15.556,2.329,,20.075972,29.90347465934609,5.7,4.6,24.752966037180506,104.29599,12.547,33.206,14.288998999999999,8.41,3.76524,1.078,64.8
HON,Honeywell International Inc.,Dow Jones Composite,215.9,68.42734592,8.303846,21.604322,4.16,11.103,2.483,1.7980225,3.6914186,26.213608476482325,4.3,263.9,13.743646548140106,46.577,5.72,36.510999999999996,20.249,21.581,1.85369,1.211,36.14
IBM,International Business Machines,Dow Jones Composite,235.68,222.042226688,20.746479,17.905535,2.41,16.953,4.042,3.213579,6.4449787,18.42712308497405,1.0999999999999999,-1.7999999999999998,9.861927527115524,34.460998,5.3039998,58.098000000000006,16.548,15.522,1.8897,0.791,59.77
JNJ,Johnson & Johnson,Dow Jones Composite,270.24,651.250958336,31.062069,21.957342,4.79,19.486,6.939,6.6502357,7.658995,38.56950740415952,6.6000000000000005,-0.8999999999999999,19.93006131485948,25.741999999999997,8.595,68.14,29.189999999999998,21.482,0.57709,1.089,60.79
JPM,JP Morgan Chase & Co.,Dow Jones Composite,351.58,934.565052416,15.06341,14.059268,1.75,,4.146,5.0156984,2.6433194,,30.4,46.9,43.52100866516124,17.788999999999998,1.3599999999999999,0.0,50.394000000000005,34.921002,,,25.71
KO,Coca-Cola Company (The),Dow Jones Composite,91.1,391.962198016,27.19403,25.833857,4.35,24.827,8.419,7.819071,10.843947,75.10652965194988,6.7,16.900000000000002,21.56667357460505,42.054,9.401,61.888003000000005,34.873,28.558,1.1551900000000002,1.305,62.46000000000001
MCD,McDonald's Corporation,Dow Jones Composite,270.95,191.73548032,21.886106,19.35584,2.49,16.445,8.863,6.921359,-187.37898,30.617055512373643,3.6999999999999997,5.7,19.28219785044379,,13.25,57.382,46.485,31.72,,1.081,59.709999999999994
MMM,3M Company,Dow Jones Composite,178.96,92.29369344,31.618376,18.302162,1.82,15.444,3.979,3.665357,31.26485,14.534153678248442,2.5,32.800000000000004,37.45823364596661,81.891996,8.741999400000001,39.408,20.354,11.902001,4.37937,1.24,53.64
MRK,"Merck & Company, Inc.",Dow Jones Composite,152.55,376.36702208,119.179695,15.99137,14.56,14.658,6.357,5.653788,8.980926,24.807502309340535,5.1,,-0.14292339526662648,6.961,11.867999999999999,75.9,-0.241,4.7659997,1.2840799999999999,1.323,268.8
MSFT,Microsoft Corporation,Dow Jones Composite,483.24,3588.320657408,26.81687,20.49948,1.57,18.741,10.97,10.813438,8.112818,216.87592533969067,17.7,31.7,23.92601873353372,34.039003,14.088000000000001,67.944,45.111000000000004,40.305,0.29118,1.23,19.830000000000002
NKE,"Nike, Inc.",Dow Jones Composite,40.76,60.4674048,19.136148,17.790346,1.57,12.677,1.347,1.303233,4.066241,32.006035868048315,-1.0999999999999999,428.0,33.06099493901957,22.138001,6.970999999999999,43.245,12.687000000000001,6.6989996,0.74289,1.961,77.620006
NVDA,NVIDIA Corporation,Dow Jones Composite,214.72,5200.733011968,33.23839,16.482347,0.6,31.151,20.339,20.51644,26.60719,112.23988397227873,85.2,214.5,84.6915109374972,114.28799999999998,52.727000000000004,74.14499500000001,65.596,62.966,0.06555,3.441,0.61000003
PG,Procter & Gamble Company (The),Dow Jones Composite,144.68,336.901701632,21.594028,19.558777,4.14,14.64,4.164,3.8640842,6.304963,25.367433577771536,1.5,-15.5,19.3391657152209,30.290001999999998,10.7209995,50.873000000000005,22.084999,18.437,0.6448999999999999,0.677,64.33
SHW,Sherwin-Williams Company (The),Dow Jones Composite,346.59,84.137541632,32.061977,25.459904,2.63,20.892,4.03,3.4468048,21.698492,33.573935544741154,7.5,14.299999999999999,18.77470468852294,65.12400000000001,9.516,48.981997,18.124000000000002,11.013,3.8995800000000003,0.727,29.34
TRV,"The Travelers Companies, Inc.",Dow Jones Composite,363.58,75.833704448,9.79472,12.035629,2.36,6.955,1.63,1.5482901,2.2898638,5.132525409366093,0.3,57.099999999999994,24.699745990937153,26.511000000000003,4.775,34.730998,23.698,16.951999,0.27378,0.323,12.23
UNH,UnitedHealth Group Incorporated,Dow Jones Composite,390.11,350.160715776,24.753172,17.388168,1.2,14.974,0.887,0.77722645,3.586196,14.42638004638159,0.4,61.5,18.198725987262886,14.152999,4.871,19.723,7.132999600000001,3.1350000000000002,0.69211,0.777,57.52
V,Visa Inc.,Dow Jones Composite,371.04,692.74927104,31.153654,24.764399,1.66,22.273,15.567,15.571599,19.662956,33.951639137676004,14.399999999999999,10.2,55.046535814070275,61.19,19.11,97.725,66.130996,50.782000000000004,0.67821,0.985,22.129999
VZ,Verizon Communications Inc.,Dow Jones Composite,49.45,205.45363968,12.810882,9.364661,0.93,7.803,2.87,1.4792011,1.9770511,11.76264169194917,-0.7000000000000001,-22.0,8.532369420274586,15.842,5.0479997,59.453,22.999,11.643,1.8408099999999998,0.604,72.78999999999999
WMT,Walmart Inc.,Dow Jones Composite,103.7,825.252773888,37.572464,32.155037,4.36,18.863,1.214,1.1215112,8.752532,89.79777912006499,5.8999999999999995,-9.1,18.54473897438858,22.313999000000003,7.145,25.230999999999998,4.993,3.0,0.70378,0.767,34.96
AAL,"American Airlines Group, Inc.",Dow Jones Composite,13.82,9.148424192,,5.6583686,0.77,10.829,0.626,0.15682027,-2.3029494,17.618535337306817,16.3,-88.2,5.543226750117844,,1.118,21.239,2.814,-0.559,,0.534,0.0
CAR,"Avis Budget Group, Inc.",Dow Jones Composite,146.61,5.179108352,,24.249453,0.17,22.032,2.895,0.44224307,-1.5275536,4.73789218058606,-1.3,880.0000000000001,5.479017235409929,,2.701,27.384999999999998,14.91,-5.431,,0.848,0.0
CHRW,"C.H. Robinson Worldwide, Inc.",Dow Jones Composite,141.63,16.549644288,27.50097,18.885965,1.98,19.694,1.081,0.9737083,10.190676,34.43406534142282,19.3,23.799999999999997,20.819762766632817,37.123,9.9580005,8.447000000000001,5.337,3.726,1.21188,1.582,47.9
CSX,CSX Corporation,Dow Jones Composite,51.59,95.56918272,29.649426,22.711765,2.06,16.634,7.83,6.585528,6.7863717,48.92828893968623,10.100000000000001,22.7,13.70451170166526,24.357,7.383000000000001,47.070997999999996,38.424,22.208999,1.3806800000000001,0.82,31.4
DAL,"Delta Air Lines, Inc.",Dow Jones Composite,82.41,54.194716672,13.44372,9.358583,0.21,9.367,1.03,,2.4708424,19.235890548351346,18.7,-25.4,11.141641608630016,20.125,4.018999999999999,18.7,7.921,5.784000000000001,0.96649,0.424,12.44
EXPD,Expeditors International of Was,Dow Jones Composite,187.81,24.413538304,27.101011,23.69065,3.13,18.953,1.99,2.028376,11.525621,30.610198276187198,32.1,51.5,61.55640362149513,42.67,15.229999999999999,13.549,10.7080005,7.634,0.26745,1.566,23.0
FDX,FedEx Corporation,Dow Jones Composite,325.08,76.936822784,17.571892,15.598316,1.39,8.975,1.122,0.8122553,2.4652858,13.601188114223483,12.5,-4.3,13.741830960736465,14.846,5.0079998,27.317999999999998,11.129,4.68,1.35697,1.475,31.269999999999996
JBHT,"J.B. Hunt Transport Services, I",Dow Jones Composite,275.45,25.8647552,39.070923,27.230703,2.54,16.29,2.147,2.0367088,7.0735216,28.642240459798984,19.400000000000002,45.800000000000004,14.732307536637682,18.448,7.380000000000001,18.505,7.423,5.311,0.38372999999999996,1.255,25.319999999999997
KNX,Knight-Swift Transportation Hol,Dow Jones Composite,71.6,11.653328896,255.71428,17.89566,0.5,13.488,1.832,1.507678,1.6690366,23.721524096235644,12.6,23.799999999999997,3.3367409241589567,0.611,1.3339999999999999,24.333,5.1810004,0.555,0.38409999999999994,0.877,281.48
LUV,Southwest Airlines Company,Dow Jones Composite,40.38,19.754227712,24.925926,8.198869,0.32,9.774,0.76,0.65687585,2.7894447,,16.400000000000002,20.5,7.888279178557296,11.099,2.318,22.399001,3.3800002000000005,2.783,0.97275,0.489,45.0
MATX,"Matson, Inc.",Dow Jones Composite,222.8,6.662490624,14.619423,13.341605,2.01,10.761,2.099,1.9260206,2.402545,45.28456065438563,16.7,46.2,13.03218921062841,17.206,6.8670005000000005,23.023,16.072,13.408000000000001,0.25834,0.888,9.7200006
NSC,Norfolk Southern Corporation,Dow Jones Composite,350.72,78.774648832,29.596624,24.521622,4.58,16.75,7.564,6.28187,4.8467426,56.99016078411472,11.4,-4.3999999999999995,10.814071190210147,16.985,5.953,45.159,35.296002,21.021,1.05519,0.831,46.080002
ODFL,"Old Dominion Freight Line, Inc.",Dow Jones Composite,206.47,42.812923904,39.327618,31.09235,2.9,23.727,7.595,7.6642857,9.420112,44.10175354973753,10.4,32.300000000000004,29.812219398870575,24.818,15.775,39.566,28.835,19.443001,0.0044,1.889,21.92
R,"Ryder System, Inc.",Dow Jones Composite,249.73,9.576363008,20.15577,14.093925,0.86,6.4,1.389,0.74704444,3.326274,10.088346767883642,5.0,8.6,7.70483422832871,16.697,3.893,19.830000000000002,8.455,3.877,2.9360899999999996,0.646,29.59
UNP,Union Pacific Corporation,Dow Jones Composite,308.05,183.004954624,24.6243,21.762672,3.34,16.459,8.346,7.2020836,9.418184,38.76607562838827,11.5,6.6000000000000005,16.96712959779914,39.696,9.274000000000001,56.285,40.982,28.847,1.50772,0.986,44.7
UAL,"United Airlines Holdings, Inc.",Dow Jones Composite,113.17,36.73155584,10.459334,7.328638,6.5,7.582,0.855,0.5839489,2.199996,40.35880364001695,16.0,-17.2,8.153621254449654,23.252001,3.381,31.816,5.534,5.558,2.01641,0.78,0.0
UPS,"United Parcel Service, Inc.",Dow Jones Composite,102.01,86.788227072,19.067291,12.625704,1.6,9.217,1.233,0.9650643,5.7616496,15.615713340789204,7.6,-53.0,17.24710054305708,29.602,7.2270006,22.413,9.052,5.0819997,1.899,1.179,121.93
XPO,"XPO, Inc.",Dow Jones Composite,197.74,23.152678912,58.158825,30.726248,2.46,19.478,3.137,2.7003357,12.54218,48.871088401187514,13.200000000000001,52.800000000000004,14.913035802848404,21.587,6.444999999999999,18.988000999999997,12.314,4.7119997,2.06167,1.011,0.0
ALGT,Allegiant Travel Company,Dow Jones Composite,81.85,2.237595392,66.008064,6.905349,0.85,10.539,1.39,0.77317303,1.4156246,11.499461493540142,36.9,,6.243232119906396,1.8339999,2.53,22.811999999999998,9.228,0.898,1.6047,0.832,0.0
LSTR,"Landstar System, Inc.",Dow Jones Composite,186.58,6.331951104,47.35533,24.412806,1.3,25.003,1.226,1.2675394,7.567633,65.48586735397987,18.099999999999998,20.1,28.995708549685634,14.977999,7.333,19.034000000000002,4.614999999999999,2.636,0.16625,1.825,41.449999999999996
AEP,American Electric Power Company,Dow Jones Composite,120.94,65.839419392,21.79099,17.647333,2.15,13.287,5.264,2.8888342,2.0523002,,7.000000000000001,-43.2,4.924917052214124,10.130999000000001,2.9790001,46.352002,23.250999999999998,13.781999,1.6078899999999998,0.504,65.510005
AES,The AES Corporation,Dow Jones Composite,14.77,10.533339136,5.531835,6.211833,0.81,12.164,3.793,0.807223,2.1313133,,19.900000000000002,,5.344341872981519,9.5740005,2.964,20.27,18.673000000000002,14.34,2.5688600000000004,0.746,26.36
ED,"Consolidated Edison, Inc.",Dow Jones Composite,106.35,39.331274752,17.814072,16.388844,2.27,10.74,3.741,2.2234879,1.5299736,,13.200000000000001,22.1,4.397785360864653,8.962,3.237,53.372,16.540001,12.533,1.10113,1.268,57.15
D,"Dominion Energy, Inc.",Dow Jones Composite,66.6,58.576429056,23.368422,17.459465,2.91,14.134,6.506,3.2328732,2.0982985,,17.599999999999998,-57.99999999999999,5.128636121870779,8.280999999999999,3.041,46.222,29.219,13.984999,1.60459,0.809,92.39
DUK,Duke Energy Corporation (Holdin,Dow Jones Composite,119.85,93.447307264,18.49537,16.710073,2.46,11.318,5.733,2.8487427,1.7383169,,1.0999999999999999,10.6,4.905508170854922,9.8570004,2.8369999,51.971000000000004,27.503002,15.995000000000001,1.62155,0.661,64.16
EIX,Edison International,Dow Jones Composite,71.59,27.548831744,7.7061353,11.001101,3.37,8.118,3.732,1.4183613,1.5789937,334.43194833383916,-4.1000000000000005,55.1,6.794670928060666,19.733999999999998,4.092,61.004999999999995,26.899,19.281000000000002,2.28042,0.662,35.709998
FE,FirstEnergy Corp.,Dow Jones Composite,45.96,26.584696832,25.252747,15.58283,1.68,10.514,3.646,1.7008373,2.0560079,,8.799999999999999,8.3,5.69773210218359,9.491,3.682,68.605006,19.304001,6.938999999999999,2.00908,0.541,96.26
LNT,Alliant Energy Corporation,Dow Jones Composite,67.86,17.595060224,21.961166,18.411749,2.32,16.232,6.703,3.9726934,2.336938,,1.0,-4.0,3.3974297115713434,11.135,2.448,44.502,19.053,18.447,1.60951,0.466,65.98000499999999
NEE,"NextEra Energy, Inc.",Dow Jones Composite,83.65,174.460895232,19.141878,18.950764,1.88,20.067,10.204,6.0798635,3.0542574,,12.4,53.1,4.34622613408862,11.677,2.4430001,61.024,31.524,32.401,1.61676,0.534,53.470004
NI,NiSource Inc,Dow Jones Composite,40.62,19.479730176,22.19672,18.022335,2.37,12.945,5.692,2.8307388,2.0160809,,4.6,-58.4,3.4498247408365796,8.5489996,3.2420002000000006,50.971,17.156,13.153,1.46649,0.498,61.7
PCG,Pacific Gas & Electric Co.,Dow Jones Composite,17.6,38.761660416,12.941176,9.764867,0.76,9.98,4.038,1.5002384,1.1992369,,0.1,39.800000000000004,5.267445195420396,9.318,2.568,39.823002,24.788,11.828,1.8944999999999999,1.216,12.590000000000002
PEG,Public Service Enterprise Group,Dow Jones Composite,72.61,36.183117824,18.570332,15.540127,3.74,13.595,4.837,2.8852968,2.0866742,335.8061979025522,-8.9,-42.699999999999996,4.470943209849921,11.834999999999999,3.238,33.333,18.872,16.041,1.4240899999999999,0.877,64.68
SRE,DBA Sempra,Dow Jones Composite,82.89,54.201798656,25.348623,14.963364,0.77,17.269,7.485,3.9995425,1.6579326,,-0.1,71.3,4.375830694824445,6.679,1.958,43.994,28.327999999999996,16.824,0.84663,1.642,75.51
SO,Southern Company (The),Dow Jones Composite,88.94,102.31328768,22.014853,18.05903,2.35,12.568,5.938,3.3902147,2.5856156,,0.1,30.4,6.210715813559047,11.4829995,3.2710000000000004,48.289,29.612,15.434999999999999,1.8205799999999999,0.787,71.809995
WEC,"WEC Energy Group, Inc.",Dow Jones Composite,106.01,34.543292416,21.033731,17.666656,2.3,14.616,5.717,3.40751,2.5343661,,2.6,19.7,4.770362834746655,11.988,3.0250002,41.909,21.802999,16.686001,1.5798500000000002,0.534,71.650004
AOS,A.O. Smith Corporation,S&P 500,63.08,8.573113344,17.37741,15.420759,1.68,11.572,2.384,2.253177,4.6546636,17.69065620823261,-0.7000000000000001,-15.0,28.631451373960605,27.133000000000003,12.540000000000001,38.592,18.929000000000002,13.149,0.36766,1.594,39.550000000000004
ABT,Abbott Laboratories,S&P 500,116.64,203.165073408,36.911392,19.232069,2.3,19.656,4.929,4.3325515,3.9489453,28.181655504753373,13.0,-47.5,6.889195381407238,10.576,5.328,56.847,14.706999000000001,11.645000399999999,0.63212,1.376,78.96
ABBV,AbbVie Inc.,S&P 500,264.96,468.2153984,74.01117,16.273165,0.44,17.312,8.272,7.2720065,-78.880615,27.75390907864798,10.2,290.4,34.881278467044424,,10.5100006,72.792,40.035,9.8000005,,0.809,190.39999
ACN,Accenture plc,S&P 500,185.28,113.380630528,14.497653,12.629719,1.33,8.747,1.549,1.551022,3.5548053,9.37853077866271,5.6000000000000005,9.0,32.5336821136952,24.406,10.903,32.013000000000005,16.964000000000002,10.656,0.25035,1.339,50.88
ADBE,Adobe Inc.,S&P 500,275.3,109.431742464,15.580078,10.014408,0.66,11.397,4.4,4.342874,9.53684,11.87104522734642,12.7,7.9,54.40770129500919,62.953996999999994,19.926001,89.404,35.327998,28.688999999999997,0.61443,0.751,0.0
AMD,"Advanced Micro Devices, Inc.",S&P 500,473.25,772.568776704,118.907036,30.559921,1.0,79.872,18.49,18.704,11.48916,87.37983458255972,50.1,159.5,9.637056944763922,10.196,5.128,55.724,17.25,15.577,0.06361,2.609,0.0
AFL,AFLAC Incorporated,S&P 500,116.07,58.190917632,12.534557,15.348891,1.18,10.788,3.621,3.2204835,1.923217,11.294273231767741,-1.0,46.800000000000004,9.792055688473626,16.908,3.1300000000000003,50.888,25.722998000000004,26.907999999999998,0.5336500000000001,0.892,25.669999999999998
A,"Agilent Technologies, Inc.",S&P 500,159.0,44.906676224,31.360945,24.058466,1.39,23.147,6.449,6.2094407,6.3005233,48.254318405261365,10.0,60.0,15.282340199760725,21.330999000000002,8.613,52.641000000000005,23.706,19.552,0.49733,2.099,20.200000000000003
APD,"Air Products and Chemicals, Inc",S&P 500,305.1,67.941359616,,21.135702,2.19,18.9,6.977,5.39123,4.8935795,,4.6,,8.160164957816345,0.023,4.7319997,32.056000000000004,25.535999999999998,-0.375,1.1009099999999998,1.085,75.66000000000001
ABNB,"Airbnb, Inc.",S&P 500,187.3,112.152559616,42.184685,30.51239,2.0,36.529,7.664,8.522879,14.169,34.97253987533184,16.5,33.4,,34.542,6.138999800000001,82.901,21.009000999999998,20.45,0.32004,1.408,0.0
AKAM,"Akamai Technologies, Inc.",S&P 500,110.42,15.869188096,39.862816,15.410617,1.34,20.236,5.055,3.671015,3.3389778,22.34907747301434,5.4,-26.8,2.426656598209179,8.918,2.5150001,57.452000000000005,7.6290004,9.507,1.96672,1.637,0.0
ALB,Albemarle Corporation,S&P 500,143.25,16.904224768,493.96555,12.453446,0.79,13.333,3.346,2.8612897,2.1022894,12.668601653426585,31.1,,15.38149054030495,2.648,3.1649999999999996,23.959999,27.71,3.795,0.18975999999999998,2.086,600.0
ARE,Alexandria Real Estate Equities,S&P 500,53.49,9.205377024,,-66.03704,3.24,14.388,9.027,3.2409568,0.5871377,6.844279036267908,-11.899999999999999,,1.3666032252383533,-4.0760003000000005,0.928,68.19899699999999,17.282,-36.078998,0.6867,2.35,689.46996
ALGN,"Align Technology, Inc.",S&P 500,162.55,11.547529216,27.597624,12.953689,0.77,11.61,2.552,2.7895737,2.7362096,19.76093958740707,4.3,-12.1,18.425692933593897,10.155,7.402,70.365,18.247,9.991,0.02855,1.395,0.0
ALLE,Allegion plc,S&P 500,162.31,13.802319872,21.244764,16.60598,2.33,14.966,3.662,3.2184494,6.516642,28.49070147146501,12.7,16.2,18.62812881213248,33.73,11.03,44.801,22.102,15.357000000000001,1.04895,1.93,27.82
ALL,Allstate Corporation (The),S&P 500,253.83,64.182935552,5.096988,9.221607,3.11,3.97,0.969,0.915108,2.034041,4.234086822944409,11.799999999999999,61.199999999999996,37.94062553819313,46.113998,8.6780004,36.800998,22.827,18.971,0.22261,0.363,8.33
GOOGL,Alphabet Inc.,S&P 500,344.82,4217.12625664,17.095688,23.281328,0.93,23.755,9.226,9.458282,6.7749925,186.063361042099,24.2,294.0,67.75258166633978,48.676,12.958998999999999,60.897,34.033,54.771,0.18859,2.724,4.2600001999999995
GOOG,Alphabet Inc.,S&P 500,341.75,4179.580420096,16.97715,23.07405,0.93,23.538,9.142,9.374073,6.714673,184.4068053415163,24.2,294.0,75.10114161052928,48.676,12.958998999999999,60.897,34.033,54.771,0.18859,2.724,4.2600001999999995
MO,"Altria Group, Inc.",S&P 500,66.09,110.35336704,14.091683,11.270406,2.6,8.41,6.487,5.397836,-41.357944,12.213648891152545,1.2,-2.7,50.798439131737936,,29.548000000000002,87.17,61.464,38.999,,0.518,89.25999999999999
AMCR,Amcor plc,S&P 500,48.59,22.465378304,20.078512,10.7988825,1.07,10.317,1.552,0.95572954,1.9038477,14.937086638297872,25.900000000000002,,6.968419913598104,9.396,3.5669997,19.951999,9.690999999999999,4.705,1.2829400000000002,1.254,108.72
AEE,Ameren Corporation,S&P 500,106.13,29.381373952,19.15704,18.270397,2.9,13.122,6.1,3.4932082,2.1463385,,-6.2,11.899999999999999,4.725519677065853,11.943,3.0569999,52.408004,25.235999999999997,18.583,1.57846,0.531,51.41
AIG,"American International Group, I",S&P 500,76.12,39.802630144,13.84,8.666081,0.62,4.721,1.438,1.4885609,0.9836405,5.404294515461705,0.5,-10.100000000000001,10.489339690320614,7.22,1.765,35.087,19.414,11.089,0.22466,0.612,33.76
AMT,American Tower Corporation (REI,S&P 500,175.8,81.91578112,24.148352,25.078318,1.63,18.691,12.034,7.4867043,22.021797,28.053229185031885,4.7,138.5,8.362733059407702,33.914003,4.893,73.774004,45.411,31.083,4.38721,0.352,96.00999999999999
AWK,"American Water Works Company, I",S&P 500,135.39,26.90591744,23.752632,20.620487,2.69,14.675,8.09,5.0919604,2.3065522,,6.2,8.6,6.171243094618565,10.095,3.5159999999999996,61.468999999999994,40.664001999999996,21.346999999999998,1.37745,0.523,58.540000000000006
AMP,"Ameriprise Financial, Inc.",S&P 500,555.59,49.114157056,13.209463,10.752982,1.79,,2.171,2.4737666,7.719316,16.917686007781782,11.600000000000001,11.700000000000001,,63.432,2.2750000999999997,54.932,30.719997999999997,19.900000000000002,0.67578,2.182,15.7
AME,"AMETEK, Inc.",S&P 500,239.55,54.905581568,34.970802,26.6198,3.11,22.688,7.215,6.983732,4.877031,36.79452982373703,15.0,14.2,12.441639111914391,14.562,8.161999999999999,36.905998000000004,26.182,20.044,0.20521999999999999,1.214,19.009999999999998
APH,Amphenol Corporation,S&P 500,157.01,193.59072256,38.29512,24.239702,1.09,21.885,7.139,6.672873,12.492839,50.69976810071813,55.00000000000001,59.3,23.625790533277456,38.115,14.472999999999999,38.952,29.779,17.729001,1.20415,1.888,22.88
ADI,"Analog Devices, Inc.",S&P 500,373.09,181.727297536,44.048405,22.80755,0.68,27.103,13.516,,5.402404,43.817806353774685,39.6,163.5,10.702594169734002,12.227,6.406000000000001,65.800005,39.503,29.787000000000003,0.27314,1.25,49.64
AON,Aon plc,S&P 500,355.11,75.327864832,19.415525,16.637213,2.96,15.291,5.133,4.2855926,7.8435745,23.607276269008704,2.1999999999999997,-3.0,13.359708830780171,44.699,5.829,48.154,23.457000999999998,22.268,1.6348099999999999,1.033,16.84
APA,APA Corporation,S&P 500,43.39,15.201752064,9.37149,10.329797,0.83,3.42,2.282,1.7734195,2.1671162,7.081286784162928,9.2,26.3,36.497928712485965,26.659,11.598,78.255,56.330999999999996,19.564,0.48854,0.946,21.100001
APO,"Apollo Global Management, Inc. ",S&P 500,132.69,78.359175168,46.23345,12.362806,0.61,,2.655,2.201224,3.8977177,,63.800000000000004,63.7,42.95500529079692,11.411999999999999,0.94099995,36.141998,21.951999999999998,5.2670002,1.00969,1.948,74.47
AMAT,"Applied Materials, Inc.",S&P 500,492.32,390.8820992,42.73611,26.842257,1.0,38.229,12.589,12.67575,15.253911,122.32745342188157,24.8,42.8,35.83227334945858,41.068,15.482001,49.397999999999996,33.736,30.052,0.25537,2.423,16.479999
APP,Applovin Corporation,S&P 500,305.77,102.326091776,23.758352,14.562702,0.88,18.982,15.051,15.041493,32.411488,32.17845925164534,52.800000000000004,56.99999999999999,125.70137187043382,203.68599999999998,46.46,88.464,77.678,64.57599400000001,1.1113,4.3,0.0
APTV,Aptiv PLC,S&P 500,48.28,10.217038848,21.268723,7.41421,0.95,4.623,0.729,0.4885728,1.1493049,6.322914335628191,2.3,-35.3,14.875241417576737,5.158,6.7150004,19.250999999999998,12.675999,1.0720001,0.6493800000000001,2.018,0.0
ACGL,Arch Capital Group Ltd.,S&P 500,99.39,33.891989504,7.7709146,10.176957,1.05,6.186,1.79,1.7634547,1.4548142,7.877964741339216,-10.5,-7.1,17.471479525437257,19.936001,4.124,38.757999999999996,26.584998,24.396999,0.17836,0.589,0.0
ADM,Archer-Daniels-Midland Company,S&P 500,80.3,38.701109248,22.305557,14.129514,1.05,15.776,0.576,0.4713986,1.6418917,33.23053210300932,7.199999999999999,315.6,8.169431923748835,7.642,2.257,6.87,4.008,2.1559998,0.39134,1.389,56.279999999999994
ARES,Ares Management Corporation,S&P 500,141.25,46.590836736,64.49772,19.639496,1.35,35.843,8.562,7.7812276,12.804823,21.572667269689138,5.800000000000001,6.5,5.926263156132563,14.940999999999999,2.5940001,37.407002,19.381,10.628,1.7237799999999999,0.544,226.60999999999999
ANET,"Arista Networks, Inc.",S&P 500,188.65,237.930037248,58.225307,36.563194,1.76,48.406,21.306,22.572294,16.07858,61.14076020603871,37.7,35.699999999999996,,31.476,14.119000000000002,63.004000000000005,45.393001999999996,38.371,,2.957,0.0
