Ticker,Nombre,Índice,Precio,Market Cap (B),PER (Trailing),PER (Forward),PEG,EV/EBITDA,EV/Sales,P/S,P/B,P/FCF,Crec. Ventas YoY (%),Crec. EPS YoY (%),ROIC Aprox. (%),ROE (%),ROA (%),Margen Bruto (%),Margen Operativo (%),Margen Neto (%),Debt/Equity,Current Ratio,Payout Ratio (%)
DVN,Devon Energy Corporation,S&P 500,49.1,54.00999936,10.720524,9.028058,2.92,7.278,3.458,2.8757787,1.3524307,69.0113371074626,64.2,44.0,11.97871449720061,11.522,5.909,50.349,41.077000000000005,17.464,0.28488,0.717,22.610001
DXCM,"DexCom, Inc.",S&P 500,92.34,34.8454912,36.498024,29.553905,1.7,24.442,6.902,7.012294,13.293982,34.123355818974375,13.100000000000001,43.6,46.078419735094336,38.491002,10.331000399999999,62.473,24.326999999999998,20.118,0.5334599999999999,1.733,0.0
FANG,"Diamondback Energy, Inc.",S&P 500,210.72,59.278340096,40.137142,11.651368,22.07,6.557,4.754,3.631571,1.55993,11.772086132319183,52.5,179.5,12.404501188645277,3.4930002,1.308,72.353995,48.466998,9.029,0.28678000000000003,0.467,79.050004
DLR,"Digital Realty Trust, Inc.",S&P 500,190.62,71.806779392,94.36633,65.92882,13.92,28.517,13.548,10.626965,2.641337,19.054563210698888,29.9,-58.699999999999996,3.078969659045746,2.912,1.476,56.994,25.881999999999998,11.825,0.67944,0.89,238.05
DG,Dollar General Corporation,S&P 500,123.41,27.222597632,17.069157,15.365441,1.75,12.3,0.967,0.6319762,3.0783238,14.46039664884313,3.4000000000000004,12.4,8.648898201802998,18.91,4.632,30.826999999999998,5.919,3.6319999999999997,1.78649,1.169,33.380002
DLTR,"Dollar Tree, Inc.",S&P 500,131.48,25.267113984,20.608149,17.022598,1.64,13.243,1.613,1.2794837,7.2504683,17.502547187879046,7.199999999999999,9.5,14.078239185345778,33.976,6.738999499999999,36.991,9.088001,6.514,2.16518,1.161,0.0
DPZ,Domino's Pizza Inc,S&P 500,341.85,11.308991488,19.368273,16.381227,1.68,15.893,3.235,2.2492855,-2.8386257,21.27764008355336,4.3,6.800000000000001,77.82469115741196,,33.892,28.709,19.084999,11.8640006,,1.538,42.290002
DASH,"DoorDash, Inc.",S&P 500,223.49,96.837246976,116.40105,28.15835,5.04,66.021,5.966,6.12792,9.759815,18.81248108285587,35.6,-30.0,6.620186059304245,8.8870004,2.9719999,52.225,3.862,5.292,0.33276000000000006,1.368,0.0
DOV,Dover Corporation,S&P 500,201.92,27.194630144,24.15311,17.341461,1.67,15.033,3.408,3.2295496,3.5299466,30.000514416257925,6.9,14.099999999999998,13.503891286504343,14.914,7.061000000000001,40.092,18.691999,13.475999,0.42316000000000004,1.979,25.15
DOW,Dow Inc.,S&P 500,32.35,23.36772096,,17.781075,38.89,10.112,0.97,0.56554425,1.4734013,98.33865017026491,19.7,,12.184641222593811,-5.54,1.2999999,9.786999999999999,11.594,-3.129,1.11913,1.749,700.0
DHI,"D.R. Horton, Inc.",S&P 500,148.35,41.49368832,14.048295,12.607431,1.28,11.433,1.415,1.2441885,1.7484208,17.189480827679944,0.0,-4.8,11.866355709895975,12.631999999999998,6.8839999999999995,21.298000000000002,12.989999999999998,9.154,0.29451,6.011,16.68
DTE,DTE Energy Company,S&P 500,135.22,28.137668608,21.88026,16.162075,1.96,15.466,3.398,1.7089382,2.3160455,,-1.5,22.400000000000002,4.4361796105903615,11.03,2.769,29.347,13.623999000000001,7.9990000000000006,2.2906,0.802,72.550005
DD,"DuPont de Nemours, Inc.",S&P 500,138.33,18.677235712,59.625004,17.367733,1.72,12.78,2.895,2.673225,1.3566686,10.176943317535333,4.0,149.6,5.169457698119697,1.7919999999999998,2.0669999000000003,35.132000000000005,14.238999999999999,0.787,0.22902,2.427,130.03999
ETN,"Eaton Corporation, PLC",S&P 500,419.2,162.77536768,42.38625,26.144932,3.05,27.639,6.111,5.422543,8.038814,52.40464074863057,21.4,-15.9,9.610723637105444,19.683999999999997,7.052,36.022,16.563,12.751999999999999,1.05059,1.24,43.580002
EBAY,eBay Inc.,S&P 500,104.13,46.337847296,21.876049,15.465869,1.57,16.204,4.178,3.8589149,9.933225,29.334714548952178,14.799999999999999,55.00000000000001,24.084449598493958,46.611000000000004,9.1450006,72.052,21.57,18.570999999999998,1.53012,1.019,25.21
ECHO,EchoStar Corporation,S&P 500,86.81,25.217499136,,5.5516934,1.33,21.288,2.89,1.7208699,1.781266,,-4.0,,6.656066911746635,-33.428000000000004,1.319,29.540001999999998,14.279,-38.712,1.23757,5.201,0.0
ECL,Ecolab Inc.,S&P 500,281.63,78.948950016,37.75201,29.921167,2.95,21.22,5.211,4.687484,7.851408,53.531064470186344,9.700000000000001,3.3000000000000003,13.081762808777814,21.956,7.2330000000000005,44.210997,18.521999,12.565999999999999,1.38023,1.841,38.12
EW,Edwards Lifesciences Corporatio,S&P 500,89.79,51.70108416,53.44643,26.584751,2.22,24.195,7.419,7.947262,4.875916,41.95111808274486,13.600000000000001,-25.4,21.759315229974142,9.175,8.3680004,77.839,29.839,15.431000000000001,0.06568,4.522,0.0
ELV,"Elevance Health, Inc.",S&P 500,400.54,86.864830464,17.513773,13.529262,1.41,9.675,0.4,0.43191838,1.9351069,20.171217572839208,1.4000000000000001,-13.100000000000001,18.853585428691726,11.133,3.832,25.990000000000002,4.559,2.468,0.68953,1.518,30.34
EME,"EMCOR Group, Inc.",S&P 500,776.62,34.25662976,24.506784,21.133099,0.4,17.021,1.822,1.8419746,8.423302,35.01714614687632,19.8,34.8,42.27123333864355,40.348998,12.029,19.426,10.618,7.738,0.13432,1.277,4.05
EMR,Emerson Electric Company,S&P 500,157.26,88.081317888,33.892242,21.728676,1.82,16.401,5.331,4.706999,4.3043656,23.765617070691366,7.000000000000001,23.0,12.354178640996748,12.8,6.896999500000001,53.161,26.924,13.828,0.6767700000000001,0.896,47.980000000000004
ETR,Entergy Corporation,S&P 500,104.62,48.818987008,27.459318,20.526688,1.93,14.428,5.926,3.6209884,2.6781008,,5.8999999999999995,-1.9,5.316216027141456,10.248999,2.683,47.000998,24.458,13.329000999999998,1.8677000000000001,0.912,64.449996
EOG,"EOG Resources, Inc.",S&P 500,153.05,81.5187968,11.845975,10.49596,1.19,5.769,3.129,3.0043483,2.648474,18.201237625262088,58.699999999999996,109.4,25.18980962277325,22.506999999999998,11.017000000000001,62.636,40.717998,25.733,0.25891,1.851,31.4
EQT,EQT Corporation,S&P 500,53.72,33.602721792,12.493023,13.605476,1.53,6.111,4.6,3.6155598,1.3303286,13.654625562759065,-3.9,-74.0,5.571397621725467,11.078000000000001,6.6290000000000004,80.748004,23.372999,29.176000000000002,0.19594999999999999,0.673,15.14
EFX,"Equifax, Inc.",S&P 500,192.62,22.6299392,33.792984,18.984222,1.92,14.585,4.355,3.511512,5.171423,23.882896316737963,10.6,0.7000000000000001,9.108115416266635,14.274999999999999,6.1550003,55.542,17.305,10.729,1.20956,0.602,37.26
EQIX,"Equinix, Inc.",S&P 500,1065.39,105.123831808,69.45176,56.99449,3.47,28.087,12.875,10.614281,7.309357,27.839997830508473,16.7,28.799999999999997,5.7516233540399035,10.735,3.6830000000000003,51.979,27.021998000000004,15.479000000000001,1.6221700000000001,1.131,126.77000000000001
ERIE,Erie Indemnity Company,S&P 500,264.85,13.848972288,23.817448,18.904354,2.67,16.296,3.303,3.3618343,5.6134887,28.779612258276543,2.8000000000000003,3.2,32.076922619351166,24.808,14.147000000000002,17.904,19.096,14.007,0.0256,1.246,64.589995
ESS,"Essex Property Trust, Inc.",S&P 500,289.0,19.919669248,44.875774,46.870464,7.02,20.677,12.846,10.057475,3.4892426,19.081482317072982,3.1,-71.8,4.4291702045361205,7.71,2.9560001999999996,68.771005,33.975,20.893,1.2240900000000001,0.249,160.75
EL,"Estee Lauder Companies, Inc. (T",S&P 500,101.94,36.881375232,192.33963,26.11476,2.12,17.364,2.833,,9.690114,20.35255520025214,6.3,,9.971492875419576,4.745,5.2299999999999995,75.48700000000001,7.002999999999999,1.209,2.4293199999999997,1.222,280.0
EG,"Everest Group, Ltd.",S&P 500,370.06,14.18911232,7.7825446,6.1932697,0.97,,0.841,0.84333503,0.9281479,6.872488783706615,-11.3,-11.5,16.668098705018824,12.572,2.489,15.281,19.131999999999998,11.376,0.23260000000000003,0.388,16.91
EVRG,"Evergy, Inc.",S&P 500,80.92,18.65749504,21.183247,17.72606,2.3,12.388,5.774,3.0616674,1.8249887,,4.3999999999999995,23.0,4.550649859114414,9.2539996,2.9080000000000004,52.696997,25.238,15.192,1.60554,0.359,70.04
ES,Eversource Energy (D/B/A),S&P 500,70.21,26.446333952,18.722666,14.30003,2.65,11.066,3.9,1.8892435,1.618152,32.57092735685703,2.3,-85.39999999999999,5.967643726024808,9.016,3.302,52.751999999999995,23.923,10.354,1.807,0.8,80.0
EXC,Exelon Corporation,S&P 500,43.78,45.10451712,16.583332,14.434362,2.61,11.496,3.793,1.780957,1.521724,,9.9,-0.2,4.1235205362956,9.711,2.8110001,42.363998,16.590999,10.989001,1.77362,1.088,60.29
EXE,Expand Energy Corporation,S&P 500,96.09,22.98749952,8.28362,10.820507,1.06,3.766,2.0,1.7574023,1.160157,15.677749204326675,-10.6,-45.5,11.505474452471471,14.893,8.486,47.069,26.323998,21.97,0.19207000000000002,0.959,27.500000000000004
EXPE,"Expedia Group, Inc.",S&P 500,321.63,38.601822208,20.407995,13.296156,1.01,13.296,2.448,2.458771,31.923574,11.239839329457576,14.000000000000002,188.7,,89.48899999999999,6.1079998,90.43299999999999,18.98,12.968001000000001,2.30271,0.801,11.07
EXR,Extra Space Storage Inc,S&P 500,146.81,32.401340416,32.480087,30.631939,6.39,19.758,13.003,9.22822,2.3395271,21.60899600456056,3.8,6.0,4.7178294690623,6.952999999999999,3.3579999999999997,74.919,45.882,27.279999999999998,1.01674,0.886,143.05
XOM,ExxonMobil Holdings Corporation,S&P 500,165.11,678.917767168,21.359638,15.464039,1.29,10.56,1.987,1.8803461,2.6174698,32.843972146963,44.1,112.79999999999998,15.536437875608462,12.584000000000001,5.5209998,29.767,15.859000000000002,9.072,0.15921,1.135,52.51
FFIV,"F5, Inc.",S&P 500,384.63,21.780514816,30.119812,21.277597,1.37,22.124,6.173,6.5815444,5.668745,30.37154788803312,10.9,11.4,25.89257112135966,19.830000000000002,7.976999999999999,81.865996,24.648999999999997,21.952999000000002,0.06546,1.665,0.0
FDS,FactSet Research Systems Inc.,S&P 500,299.91,10.666462208,19.756916,15.223194,1.37,12.796,4.894,4.374264,5.2797337,17.171806183740888,6.4,-9.6,17.901266067703897,27.032,11.079001,51.382000000000005,30.542,23.21,0.7728400000000001,0.683,29.38
FICO,Fair Isaac Corporation,S&P 500,1172.67,25.326901248,33.333427,22.10937,0.81,24.282,12.816,10.5812025,-6.181415,32.70462242352633,25.7,41.199999999999996,81.21626553495163,,39.981,85.1,53.787,34.050000000000004,,1.183,0.0
FAST,Fastenal Company,S&P 500,51.26,58.820726784,43.440678,36.620564,3.72,30.213,6.75,6.72283,14.455725,64.20600605555798,14.7,14.6,33.74765196762857,34.333999999999996,21.521999,44.701,21.023001,15.454,0.10851000000000001,4.18,78.629994
FRT,Federal Realty Investment Trust,S&P 500,116.74,10.146853888,23.679514,37.791553,3.59,18.256,11.452,7.641936,3.1649723,22.245158426218165,7.199999999999999,-45.6,4.665066305821024,12.550999,3.259,68.136,35.035,32.663,1.34114,0.564,91.31
FDXF,"FedEx Freight Holding Company, ",S&P 500,137.32,20.531830784,31.138325,27.171904,,26.942,3.03,2.334489,-41.311676,,4.8,-61.1,-7.139777219415564,69.093,5.669,29.278,-5.771999800000001,7.446999999999999,,1.517,0.0
FERG,Ferguson Enterprises Inc.,S&P 500,242.24,46.86198784,23.587147,19.268843,1.49,17.362,1.695,1.4902273,7.557247,,4.6,6.9,19.949118023269147,,,30.633,10.159001,6.3200004000000005,1.11063,1.729,33.269999999999996
FIS,Fidelity National Information S,S&P 500,41.34,21.367783424,6.235294,6.1676083,0.23,11.871,3.429,1.7474823,1.3377342,8.053816709556465,29.099999999999998,,5.459975072328464,22.348000000000003,4.275,35.836,20.669001,27.648001999999998,1.3251,0.535,25.81
FITB,Fifth Third Bancorp,S&P 500,54.82,49.698332672,18.334448,11.098491,2.09,,6.749,4.9247994,1.5386342,,51.800000000000004,-5.7,6.421741891081605,8.437999999999999,0.9199999999999999,0.0,39.078,23.239,,,53.87
FSLR,"First Solar, Inc.",S&P 500,214.28,23.028627456,13.194581,9.282648,0.6,9.009,3.997,4.2819495,2.2313628,14.40473285040303,-3.6999999999999997,23.3,20.617070111531067,18.509,8.619000999999999,44.015998,42.641996999999996,32.464999999999996,0.018799999999999997,2.518,0.0
FISV,"Fiserv, Inc.",S&P 500,52.58,27.960295424,9.846442,6.43079,,,,,1.0377563,,,,,,,,,,,,
FLEX,Flex Ltd.,S&P 500,110.45,40.800559104,42.48077,15.532033,0.94,20.674,1.5,1.3940808,7.41773,65.20264971755111,20.599999999999998,52.0,13.376662635154876,18.378,4.4159996999999995,9.53,4.97,3.325,1.07818,1.38,0.0
F,Ford Motor Company,S&P 500,14.41,57.461256192,,7.53149,8.48,25.994,1.057,0.3056889,1.6086179,,-3.8,,1.5855610843429857,-18.252,0.348,7.115,1.8819999,-3.9350000000000005,4.567080000000001,1.089,64.1
FTNT,"Fortinet, Inc.",S&P 500,153.51,112.63238144,53.11764,40.8319,2.1,42.039,14.497,14.962986,72.61589,49.714426667447086,25.6,43.9,,117.44200000000001,14.166,80.204004,33.595002,28.173,0.36194000000000004,1.282,0.0
FTV,Fortive Corporation,S&P 500,60.08,18.316050432,31.4555,18.492243,0.98,17.316,4.953,4.204362,2.9998004,19.503574063764578,7.9,4.0,6.993532722820896,7.318,3.295,63.23,19.137,12.382,0.59283,1.241,12.7
FOXA,Fox Corporation,S&P 500,68.54,28.762820608,17.710594,11.787245,1.22,8.323,1.887,1.6794827,2.4732077,51.78991105281632,28.1,3.1,38.377031430858736,14.291,9.5010005,36.629,25.214002,9.839,0.6406000000000001,3.169,14.580000000000002
FOX,Fox Corporation,S&P 500,61.05,25.61964032,15.734535,10.626632,3.427945806451613,7.514,1.703,1.4959501,2.2029374,46.13034693158375,28.1,3.1,36.03493222509921,14.291,9.5010005,36.629,25.214002,9.839,0.6406000000000001,3.169,14.580000000000002
BEN,"Franklin Templeton, Inc.",S&P 500,34.31,17.432119296,23.026846,10.839586,0.43,11.671,2.252,1.8695767,1.4834192,,14.299999999999999,106.69999999999999,7.555756284266837,7.887,2.638,37.707,12.979001,8.717,0.24805,5.486,89.12
FCX,"Freeport-McMoRan, Inc.",S&P 500,76.66,110.085111808,35.004566,18.593122,5.66,13.447,4.967,4.2556486,5.474541,50.98303387131769,-7.3,28.1,25.869574161254434,14.754999999999999,7.585,38.275,33.404,11.3850005,0.32149,2.066,29.409999999999997
GRMN,Garmin Ltd.,S&P 500,294.85,56.863653888,30.210041,26.837996,3.61,23.545,7.094,7.4122443,6.2996755,54.485040990354584,11.4,35.3,28.005245076005885,21.886998,12.174,60.080999999999996,30.438998,24.471001,0.02513,3.028,38.7
IT,"Gartner, Inc.",S&P 500,195.9,12.370883584,17.428825,11.909336,0.86,10.269,2.199,1.9139231,-75.40415,11.753216514439467,-0.6,33.1,68.89546766769156,113.581,10.17,69.629997,22.622999999999998,11.996,,0.88,0.0
GE,GE Aerospace,S&P 500,348.37,361.455648768,40.649944,38.38741,5.23,32.393,7.345,7.137891,20.491148,54.810644646593936,21.099999999999998,19.400000000000002,29.47003395312628,48.231998,5.065,31.051000000000002,20.571,17.716,1.13225,0.982,19.580000000000002
GEHC,GE HealthCare Technologies Inc.,S&P 500,74.82,34.035003392,17.082191,13.829382,2.06,11.829,1.999,1.5891641,3.0792658,21.63528236159381,5.800000000000001,16.8,12.892616338009427,19.375999999999998,5.131,39.528,14.976,9.3339995,0.93965,1.264,3.2300000000000004
GEV,GE Vernova Inc.,S&P 500,956.85,254.841290752,27.702662,38.063736,1.68,62.898,5.971,6.160497,21.313063,16.20908660214602,21.9,32.800000000000004,82.51083747070844,82.577,2.544,20.57,7.466,23.035,0.28364,0.85,5.7299999999999995
GEN,Gen Digital Inc.,S&P 500,28.93,17.317122048,16.4375,8.763799,1.39,10.357,4.914,3.4095535,6.524583,11.19309825485645,6.3,64.0,13.85406992571904,41.943999999999996,8.4910005,78.007007,35.554,20.732,3.07831,0.466,29.24
GNRC,Generac Holdlings Inc.,S&P 500,205.98,12.153981952,47.57044,17.426058,0.87,20.894,2.995,2.7381988,4.2235847,42.04707884941198,10.6,92.0,15.654720990808658,9.491,4.721,39.539,17.932000000000002,5.817,0.49003,2.045,0.0
GD,General Dynamics Corporation,S&P 500,384.29,103.972421632,23.532763,20.718933,2.72,16.427,1.986,1.8951973,3.8699899,23.629424921637135,8.1,13.4,14.053059783876995,17.803,6.079,15.375,10.38,8.179,0.35335,1.441,37.68
GIS,"General Mills, Inc.",S&P 500,39.97,21.369141248,,12.447836,11.74,7.083,1.326,1.1598157,3.860344,9.25672148330738,2.1999999999999997,-14.499999999999998,54.38997580732241,-1.028,5.7350002,33.733000000000004,19.194001,-0.475,2.17629,0.682,59.41
GM,General Motors Company,S&P 500,87.93,79.528419328,38.39738,5.92197,0.34,11.107,0.986,0.42865995,1.2437762,3.6258468497985823,1.9,-26.200000000000003,2.7935974348978303,3.164,2.247,10.177,3.202,1.051,2.02341,1.136,29.459998
GPC,Genuine Parts Company,S&P 500,133.96,18.467694592,535.84,16.130451,1.32,11.975,0.98,0.7366,4.08029,20.133939477414938,6.0,-9.8,12.238561590006244,0.70700003,4.481,37.564,6.561999999999999,0.131,1.4641499999999998,1.159,1673.9999999999998
GILD,"Gilead Sciences, Inc.",S&P 500,146.12,181.182251008,,14.771099,2.14,13.866,6.647,5.9487886,15.329417,18.546890083005962,10.2,,24.42049368118628,-20.68,14.085001,79.603994,33.678999999999995,-10.637998999999999,2.2346500000000002,1.265,43.400002
GPN,Global Payments Inc.,S&P 500,93.49,24.739172352,43.686913,5.8689704,0.26,9.76,4.286,2.4238062,1.0752898,3.144371751300293,68.60000000000001,-95.19999999999999,3.156063689605281,2.428,2.3340001999999997,63.958999999999996,16.108,-9.1529995,0.98273,0.825,47.39
GL,Globe Life Inc.,S&P 500,171.08,13.147403264,11.33731,10.357036,1.3,9.593,2.603,2.123303,2.1414444,11.299841251855087,8.0,19.7,13.229619505683507,20.944999,3.3579999999999997,33.905998,24.642,19.576999999999998,0.55675,0.795,7.9799999999999995
GDDY,GoDaddy Inc.,S&P 500,97.07,12.293692416,14.5969925,8.802539,0.68,10.829,2.926,2.4085917,1831.5094,10.202657581441121,6.6000000000000005,29.799999999999997,41.23819427816958,442.861,9.882,63.80200000000001,27.056998,17.834999,,0.632,0.0
HAL,Halliburton Company,S&P 500,35.34,29.522956288,18.698414,12.153769,0.86,8.61,1.593,1.3159983,2.67707,14.385653072564478,3.6999999999999997,16.1,13.162053594909546,14.917,7.258000000000001,15.076,12.793,7.16,0.7418600000000001,2.018,35.599998
HIG,"The Hartford Insurance Group, I",S&P 500,136.1,36.86567936,9.471121,9.942363,0.12,6.73,1.282,1.2575705,1.9155254,6.693722949759576,8.1,36.1,20.772382881463013,22.061001,3.8510002,37.868,17.615,14.89,0.22329999999999997,1.772,16.02
HAS,"Hasbro, Inc.",S&P 500,93.54,13.193298944,16.644129,14.334072,1.8,12.089,3.161,2.6528792,18.73798,19.17212618941507,16.2,,27.168691155394985,159.56,13.079001000000002,63.822,22.157,15.968001000000001,5.310420000000001,1.661,49.82
HCA,"HCA Healthcare, Inc.",S&P 500,429.19,95.211429888,13.625079,13.366736,1.32,9.321,1.881,1.1910872,-14.084271,25.47037042946912,8.7,11.600000000000001,21.40028193254592,,12.291,42.580003,15.161,8.767999999999999,,0.993,10.0600004
DOC,"Healthpeak Properties, Inc.",S&P 500,21.4,15.17147136,61.142857,-142.66666,4.32,15.973,8.505,5.14321,1.8808225,9.22214495201925,11.1,68.2,2.254913792820432,3.039,1.513,57.647999999999996,15.989999999999998,8.248,1.08653,2.286,348.57998000000003
HSIC,"Henry Schein, Inc.",S&P 500,88.5,10.08163328,25.801748,14.754057,2.04,13.968,1.109,0.7251154,3.1372967,22.604558923766817,6.7,17.1,9.00225852093182,8.8549994,4.3920003,31.319000000000003,5.7550002000000005,2.963,0.80733,1.319,0.0
HSY,The Hershey Company,S&P 500,186.46,37.464600576,25.718622,18.894999,1.07,15.651,3.502,3.0799797,8.210842,21.48647596904426,6.6000000000000005,631.0,26.27671741708284,32.808998,9.922,38.377,23.119,12.242,1.29821,1.18,77.099997
HPE,Hewlett Packard Enterprise Comp,S&P 500,53.45,70.7786752,49.490738,13.240587,0.85,15.424,2.239,1.8244749,2.796526,18.451166631908237,40.0,,6.452600623687385,6.3149999999999995,1.966,33.776,8.7,4.0110003,0.8403,1.088,50.93
HLT,Hilton Worldwide Holdings Inc.,S&P 500,326.63,73.512951808,48.318047,31.237926,1.62,28.031,16.959,14.4030075,-11.69585,52.73999086104528,2.5,14.099999999999998,37.74532544747338,,11.026,79.036003,62.987,31.034002,,0.649,8.81
HONA,Honeywell Aerospace Inc.,S&P 500,164.73,52.211621888,50.530674,18.077803,1.18,19.044,3.761,2.914408,-9.164905,,5.4,-70.89999999999999,22.12010919949129,,,34.535,14.684,10.862,,1.526,0.0
HRL,Hormel Foods Corporation,S&P 500,23.88,13.1407872,28.428572,15.290343,1.72,10.244,1.049,,1.6531671,27.88970837177666,-2.9000000000000004,-5.1,13.997936790136919,5.831,4.5819998,15.783,11.057,3.821,0.04244,1.938,137.06
HST,"Host Hotels & Resorts, Inc.",S&P 500,23.21,16.12460032,15.473332,22.089825,3.62,11.695,3.18,2.5865576,2.488741,9.527793744819116,3.5999999999999996,8.4,8.898138812027122,15.558,4.33,29.195,18.215,16.474000999999998,0.8529800000000001,1.671,53.690000000000005
HWM,Howmet Aerospace Inc.,S&P 500,271.68,108.346359808,58.805195,42.400444,0.8,40.246,12.334,11.883993,18.958828,91.05693027182527,24.099999999999998,33.0,20.91500993876523,34.732,12.814999999999998,36.032,28.504,20.522000000000002,0.81368,1.818,10.34
HPQ,HP Inc.,S&P 500,29.71,27.17046784,10.922793,9.880016,24.62,7.286,0.598,,-189.23566,7.873501295995988,9.0,16.2,45.98370693424312,,5.8790002,20.315,7.114,4.4460002,,0.794,43.66
HUBB,Hubbell Inc,S&P 500,470.03,24.837220352,27.77955,20.545055,2.21,19.799,4.821,3.990117,6.348068,50.093976555396004,15.299999999999999,-0.8999999999999999,11.73941829112203,24.444,8.427,35.338002,21.666999,14.491999,1.41642,1.609,33.040002
HUM,Humana Inc.,S&P 500,378.88,45.496025088,35.981007,22.86814,2.14,10.132,0.25,0.31230325,2.367985,23.439477891873562,26.200000000000003,27.1,39.53753943874563,6.893000000000001,3.8960000000000004,13.653,3.4649998,0.878,0.76485,1.742,33.46
HBAN,Huntington Bancshares Incorpora,S&P 500,17.03,34.407665664,13.100001,9.072892,2.02,,4.722,3.749337,1.1568508,,47.599999999999994,-2.9000000000000004,8.50455693840792,9.002,0.9820000000000001,0.0,41.932,26.131,,,47.689998
HII,"Huntington Ingalls Industries, ",S&P 500,298.2,11.750452224,17.953041,14.311377,1.14,12.541,1.113,0.89119846,2.212035,,10.9,36.5,8.955173160359175,12.968001000000001,4.2779997,12.4,7.08,5.013,0.55252,1.23,32.700002
IEX,IDEX Corporation,S&P 500,234.39,17.279205376,33.676723,24.462793,1.91,19.161,5.172,4.819459,4.327573,31.099383109609057,6.4,10.9,11.944800326810046,12.955,6.84,44.73,22.17,14.49,0.4706,3.049,51.65
IDXX,"IDEXX Laboratories, Inc.",S&P 500,556.93,43.932307456,38.3033,33.270008,3.44,27.61,9.834,9.636156,27.2404,48.31079266551673,9.700000000000001,17.599999999999998,50.091219153266486,74.211,27.084999999999997,62.446,34.98,25.030002,0.67971,1.172,0.0
ITW,Illinois Tool Works Inc.,S&P 500,282.29,80.396197888,25.63942,22.771769,2.85,18.571,5.419,4.8816686,27.935677,33.04406083140974,6.1,10.100000000000001,29.83027081369188,104.61800000000001,16.924,44.162,26.900997999999998,19.393998,3.3485300000000002,1.109,58.330000000000005
INCY,Incyte Corporation,S&P 500,127.81,25.906798592,16.219543,14.296453,30.6,11.023,3.679,4.4516993,4.04872,21.942556013470163,37.7,37.7,101.31422322466432,30.667,16.832,55.659000000000006,41.899,27.705999999999996,0.00603,4.593,0.0
IR,Ingersoll Rand Inc.,S&P 500,80.51,31.237834752,32.727642,20.55258,0.73,17.386,4.41,3.9331465,3.0692692,28.207629478309496,8.5,,7.619405137249613,9.47,5.1020004,42.821,16.882999,12.076,0.47903,1.616,3.3099998
PODD,Insulet Corporation,S&P 500,148.16,10.275518464,27.539034,19.21446,1.52,17.383,3.501,3.3652709,7.22485,43.37491964542001,23.5,328.6,21.258024827507953,26.016000000000002,9.715,71.075,16.178,12.291,0.66685,2.485,0.0
INTC,Intel Corporation,S&P 500,90.07,476.119498752,,44.14915,1.36,29.14,8.604,8.348287,5.188663,97.83863395548217,25.4,,4.8788885754909055,-10.715,1.41199995,38.873002,12.189999,-19.794,0.48997,1.604,0.0
IBKR,"Interactive Brokers Group, Inc.",S&P 500,93.87,159.93716736,35.692017,29.4866,1.74,,-3.834,23.399733,7.1640086,,26.3,35.3,,24.018998,2.2839999,93.036,76.532996,16.474000999999998,2.05748,1.093,13.0
ICE,Intercontinental Exchange Inc.,S&P 500,161.25,90.524860416,22.36477,18.317057,2.89,16.396,10.427,8.574054,3.0961387,24.91309868895313,4.8,14.2,9.013596582389198,14.094000000000001,2.172,100.0,52.626,38.246,0.69226,1.012,28.21
IFF,International Flavors & Fragran,S&P 500,84.28,21.516976128,,21.305586,1.85,14.258,2.527,1.9946238,1.5395576,,1.7999999999999998,-91.60000000000001,3.6752789247699083,-5.548,2.27,36.583,8.495,2.569,0.44821,2.061,49.54
IP,International Paper Company,S&P 500,41.49,21.97185536,,13.877183,1.58,7.918,1.287,0.9078154,1.519836,13.344582925615946,-2.1999999999999997,,1.859148488825483,-16.479,1.591,29.608,2.298,-14.205000000000002,0.68509,1.098,158.12
INTU,Intuit Inc.,S&P 500,367.0,100.388077568,22.068552,13.447923,0.94,15.68,4.803,4.7975187,4.879346,19.1873236941896,10.4,10.7,37.52354553312286,22.496,9.465,80.793,46.974,21.907,0.33448,1.453,28.310000000000002
ISRG,"Intuitive Surgical, Inc.",S&P 500,378.81,135.719305216,42.90034,31.382265,1.95,30.793,11.667,12.299655,7.3787446,51.896338794738455,18.5,26.5,22.22975871382413,17.423001,10.512,66.679,33.603,28.445998,,4.963,0.0
IVZ,Invesco Ltd,S&P 500,32.02,14.136822784,,9.818081,0.9,12.704,2.659,2.0480728,1.4191376,12.392161843687033,20.5,,10.195429019859738,-0.57300003,2.915,29.520000000000003,19.950001,-0.9339999999999999,0.12055999999999999,0.708,56.46
INVH,Invitation Homes Inc.,S&P 500,30.11,17.886605312,27.87963,44.074596,13.14,17.526,9.233,6.2804003,1.9639945,15.3035820183182,10.100000000000001,60.5,3.2142866525290947,7.053999599999999,2.479,56.262,25.115,23.197001,0.9442499999999999,0.43,109.16999999999999
IQV,"IQVIA Holdings, Inc.",S&P 500,259.82,42.766372864,31.840689,17.99163,1.02,18.724,3.361,2.5181873,6.930197,19.893649282801075,8.7,-0.6,8.590263546553683,22.817999999999998,5.061,32.967999999999996,13.027,8.096,2.57975,0.706,0.0
IRM,Iron Mountain Incorporated (Del,S&P 500,122.02,36.325695488,87.15714,44.671425,2.7,22.131,7.465,4.8034163,-28.35696,,18.5,,6.167772496092818,,4.634,54.21,19.059,5.5359997000000005,,0.726,239.5
